pairID,sentence1,sentence2,gold_label
278,"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store.",A boy is window shopping.,entailment
276,"A boy stands outside of ""TheFaceShop"" looking at a poster, while a man leans against the corner of the store.",A boy is window shopping.,contradiction
283,Two women in a whirlpool with towels on the heads laughing.,Two sad women in a whirlpool with towels on the heads laughing.,neutral
282,Two women in a whirlpool with towels on the heads laughing.,There was only one woman in the whirlpool.,contradiction
289,A middle-aged woman ironing in a messy room., A woman ironing in a messy room.,entailment
286,A middle-aged woman ironing in a messy room.,A woman sleeping in a messy room.,contradiction
290,Female painter is painting on a vase with three people watching her.,A woman is carving a sculpture.,contradiction
291,Female painter is painting on a vase with three people watching her.,People are watching a female painter paint on a vase.,entailment
299,Food is being served outside of a stadium.,Vending near large building.,entailment
296,Food is being served outside of a stadium.,There is food vending.,neutral
304,A man holding a newborn baby.,A man is holding his wife.,contradiction
301,A man holding a man.,A man is holding his wife.,neutral
314,Three younger men dancing in front of a semi-circled crowd.,Three young men are singing in front of a crowd.,contradiction
312,Three younger men dancing in front of a semi-circled crowd.,Three young men are performing for money in front of a crowd.,neutral
319,The opposing basketball player is making a hook shot over the defender.,The opposing basketball player is attempting to score,entailment
317,The opposing baseball player is making a pitch over the catcher.,The opposing basketball player is attempting to score,contradiction
322,Men at opposite ends of the street waiting to cross.,there are some people outside in this picture,entailment
324,Men at opposite ends of a store waiting to check out.,there are some people outside in this picture,contradiction
325,Two men in safety hats and masks sorting through soiled rags at a factory.,Two sad men in safety hats and masks sorting through soiled rags at a factory.,neutral
326,Two men in safety hats and masks sorting through clean rags at a factory.,Two sad men in safety hats and masks sorting through soiled rags at a factory.,contradiction
331,A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.,Two people are having a conversation.,entailment
332,A woman in a white tank top brushes her hair from her eyes as she looks in the mirror.,Two people are having a conversation.,contradiction
335,a woman cleaning pots in a body of water.,boy washing fruit in a stream,contradiction
336,a woman cleaning pots in a body of water.,A woman cleans pots in a stream.,neutral
345,People are walking down a grassy hill with a fence behind them.,People are outdoors.,entailment
346,People are walking down a flight of stairs in the building.,People are outdoors.,contradiction
352,People shopping in an open produce market.,People buying produce in an outdoor market,entailment
351,People shopping in an open produce market.,People are shopping in a mall.,contradiction
355,Man in plaid shirt scaling rocks.,A woman is skiing.,contradiction
357,Man in plaid shirt scaling rocks.,A blind man is scaling rocks.,neutral
362,A young boy in pajamas tosses a red ball in the air.,A little kid walks to school.,contradiction
361,A young boy walks on the road.,A little kid walks to school.,neutral
369,"Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.",Two men are getting ready for a cookout.,neutral
366,"Two men are standing indoors on a cold day, holding pieces of a new item, possibly a grill, while one studies the instructions for assembly.",Two men are getting ready for a cookout.,contradiction
374,A woman standing next to a car in the street speaking to the driver.,A male watching football on TV.,contradiction
372,A woman standing next to a car in the street speaking to the driver.,A woman is standing.,entailment
376,three children are watching a movie.,Humans watching a movie.,entailment
378,three children are watching tv.,Humans watching a movie.,neutral
387,A group of boys sits near the sidewalk and two are smiling while one makes a face.,Three boys sitting near the sidewalk.,entailment
386,"Only one boy sits near the sidewalk, and he is smiling. ",Three boys sitting near the sidewalk.,contradiction
390,People with their back to the camera walk down a wide alley.,The people are walking through a desert.,contradiction
392,People with their back to the camera walk down a desert.,The people are walking through a desert.,entailment
398,A group of high school students are waiting outside a building to be admitted to class.,Nobdoy is waiting,contradiction
397,A group of high school students are waiting outside a building to be admitted to class.,Nobody is sitting.,neutral
403,A man in a striped sweater writes on a small rectangular chalkboard.,A man writes.,entailment
401,A man in a striped sweater writes on a small rectangular chalkboard.,A man appears to use a pen.,neutral
405,An African American boy jumps over boxes at a track.,A boy plays basketball.,contradiction
406,An African American boy jumps over boxes at a track.,A boy jumps at a track.,entailment
413,A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.,The woman is preparing to shoot a video.,neutral
411,A woman in blue jeans and a navy shirt bends over to fetch the guacamole to eat.,The woman is preparing to shoot a video.,contradiction
415,A man in a black shirt plays the guitar surrounded by drinks.,The man is skilled at playing,neutral
419,A man in a black shirt plays the guitar surrounded by drinks.,No one is playing the guitar.,contradiction
420,A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.,A woman is dancing in a parade.,entailment
421,A woman scantily dressed in a tribal green and blue costume dances in a Broadway musical while onlookers watch.,A woman is dancing in a parade.,contradiction
430,A girl in a white tank top posing with a guitar in front of a red Chevelle.,A girl in a white tank top looks around the store.,contradiction
432,A girl in a white tank top with a guitar in looks at various red Chevelles in the store.,A girl in a white tank top looks around the store.,entailment
435,A shaven head young man wears headphones and works with a mixing board.,The man is listening to metal,neutral
436,A shaven head young man wears headphones and works with a mixing board.,The man is wearing headphones.,entailment
445,The girl with the blue jean shorts on is playing with the two boys.,A girls plays with her two brothers.,neutral
446,The girl with the blue jean shorts on is playing with the two boys.,The girl is playing with the two boys.,entailment
454,"A person, wearing a costume with many flowers, is standing on the sidewalk trying to get the attention of people passing by.",A person stands on a sidewalk.,entailment
453,"A person, wearing a costume with many flowers, is standing on the sidewalk trying to get the attention of people passing by.",A person stands on an old sidewalk.,neutral
458,A woman in a brown sweater is sewing on her machine.,The woman is wearing a sweater.,entailment
455,A woman dressed for the cold  is sewing on her machine.,The woman is wearing a sweater.,neutral
460,"A woman in a black dress, stands alone, looking out to a city.","A woman in a black dress, stands alone, looking out to a big city.",neutral
462,"A woman in a black dress, stands alone, looking out to the beach","A woman in a black dress, stands alone, looking out to a big city.",contradiction
469,A man jumping in the sand along the shore while holding something in his hand.,The man is jumping to avoid jellyfish.,neutral
465,A man jumping in the sand along the shore while holding something in his hand.,The man is jumping at the beach along the shore.,entailment
474,Several men socialize under a tent.,A bunch of guys are having a party.,entailment
471,Several men socialize under a tent.,A bunch of guys are having a large gathering.,neutral
479,A competition with a large crowd watching.,The people are watching,neutral
477,A competition with a large crowd watching.,Nobody is watching the competition.,contradiction
484,Physically challenged men in wheelchairs engaging in a sporting event.,A man in a wheelchair plays basketball.,neutral
482,Physically challenged men in wheelchairs engaging in an eating contest.,A man in a wheelchair plays basketball.,contradiction
485,A girl stands on a street with a homemade' free car wash' sign.,A girl holds a sign for lemonade.,contradiction
486,A girl stands on a street with a homemade' free car wash' sign.,A girl holds a sign for her school fundraiser.,neutral
492,A nun kneels while speaking to a man in while robes.,A nun rides a horse.,contradiction
490,A nun kneels while speaking to a man in while robes.,A nun is speaking softly.,neutral
495,A female gymnast wearing a blue leotard is reaching backwards.,A lady is preparing a speech.,contradiction
497,A female gymnast wearing a blue leotard is editing her speech.,A lady is preparing a speech.,entailment
504,A clown is wearing a yellow sequin jacket and holding a trumpet as people pass by in the background.,A clown is outdoors performing for a crowd,neutral
501,A clown is wearing a yellow sequin jacket and holding a trumpet as people wander inside. ,A clown is outdoors performing for a crowd,contradiction
505,a man in a pink shirt herding goats in a ring,A man is hearding goats,entailment
508,a man in a pink shirt herding goats in a ring,A man is herding cats.,contradiction
512,"A little girl with a red hood and shirt is sitting with legs sprawled on a rock, her mouth open.",the kid lounges outside,entailment
511,"A little girl with a red hood and shirt is sitting with legs sprawled, her mouth open. ",the kid lounges outside,neutral
519,Two small children eat ice cream while sitting on a bench.,Two siblings are eating ice cream.,neutral
516,Two small children eat ice cream while sitting on a bench.,"The two, small children are eating ice cream. ",entailment
521,A girl is riding on a pony with a little girl and a woman standing beside the pony.,A girl is showing of her pony to others.,neutral
520,A girl is riding on a pony with a little girl and a woman standing beside the pony.,A girl is riding a camel.,contradiction
525,A boy wearing a blue swimsuit begins to slide down a water slide.,The boy's swimsuit is red.,contradiction
528,A boy wearing a blue swimsuit begins to slide down a water slide.,The tall boy's swimsuit is blue.,neutral
533,"A woman in purple riding a brown horse, competitively.",The woman rides horses.,entailment
531,"A woman in purple riding a brown horse, competitively.",The woman is riding a horse for the first time.,contradiction
536,A man playing guitar in a purple shirt.,man plays guitar,entailment
538,A man playing a musical instrument in a purple shirt.,man plays guitar,neutral
542,A musician in a black hat is playing a keyboard.,A musician plays a keyboard in a dark club.,neutral
541,A musician is playing a keyboard in a club and it is dark.,A musician plays a keyboard in a dark club.,entailment
547,"War protesters on curb, with pink umbrellas spelling out IMPEACH.",People were on a curb writing a word.,neutral
546,"War protesters on curb, with pink umbrellas spelling out IMPEACH.",The war protesters were calling for impeachment.,entailment
554,A man sitting on a boat with a flag and the sunset in the background.,A girl swings in the park.,contradiction
551,A man sitting on a boat with a flag and the sunset in the background.,A man is on a sailboat.,neutral
555,People wander a surreal maze like sculpture.,Some people are stuck in a corn maze,contradiction
558,People wander a surreal maze like sculpture.,Fat people are in a maze,neutral
563,two people waiting on the corner.,Two people are waiting to cross the street.,neutral
560,two people waiting on the corner.,Two people are waiting at a corner.,entailment
565,A man in blue jeans is sitting in front of a Canadian bank.,A man is cashing his paycheck at a bank.,contradiction
566,A man in blue jeans is depositing a check at a Canadian bank.,A man is cashing his paycheck at a bank.,neutral
572,A bald man with glasses is cutting into a turkey on the dinner table.,A man cuts a chicken on the countertop.,contradiction
571,A bald man with glasses is cutting into a turkey on the dinner table.,A man cuts into some poultry.,entailment
575,"A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.",He is happy,neutral
576,"A boy wearing shorts, crocs, and a white shirt holds a yo-yo and cries while another boy looks at his yo-yo in the background.",He is happy,contradiction
589,2 people wearing sunglasses with red mohawks are sitting at an ASUS laptop.,The people are near the laptop.,entailment
586,2 people wearing sunglasses with red mohawks are sitting at an ASUS laptop.,The people were students at a coffee shop.,neutral
590,A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project.,The man is working on a laptop computer.,neutral
591,A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project.,The man in tan is working.,entailment
601,"A female wearing an orange hoodie sweater, cropped reddish hair, sitting on a park bench, holding a beverage glass.",The girl is wearing a red jacket,contradiction
600,"A female wearing a jacket, cropped reddish hair, sitting on a park bench, holding a beverage glass.",The girl is wearing a red jacket,neutral
607,Two boys are playing ball in an alley.,The boys are dancing.,contradiction
608,Two boys are playing ball in an alley.,The boys would rather be dancing.,neutral
614,A woman in a trench coat walks down the street.,A woman in a black coat walks in high heels,neutral
611,A man in a dress walks down the street.,A woman in a black coat walks in high heels,contradiction
618,People enjoying cookout food in a public park.,Many people are eating outside.,entailment
616,People enjoying cookout food in their dining rooms.,Many people are eating outside.,contradiction
624,Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.,A man just hit a golf ball down the fairway.,entailment
623,Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.,A man just hit a baseball out of the park.,contradiction
634,"A boat with red, white and blue sails docking at a pier.",The boat is stopping.,neutral
631,"A boat with red, white and blue sails docking at a pier.","The boat has red, white, and blue sails. ",entailment
635,The big white cow is decorated with a red ball of yarn.,The cow is covered in tangled yarn.,neutral
637,The big white cow is decorated entangled in a red ball of yarn.,The cow is covered in tangled yarn.,entailment
644,A couple and two other women are sitting on a couch during a nighttime social event.,Four people are at a birthday party.,neutral
642,A couple and two other women are sitting on a couch during a birthday party.,Four people are at a birthday party.,entailment
645,The woman is wearing a necklace but has no other visible jewelry.,The woman is wearing a necklace and no jewelry you can see.,entailment
649,The woman is wearing something around her neck but has no other visible adornments.,The woman is wearing a necklace and no jewelry you can see.,neutral
650,"A man taking a photograph, holding a postcard",a man writes on a postcard to his sister,contradiction
653,"A man writing a postcard to his sister, while holding a photograph",a man writes on a postcard to his sister,entailment
658,"People in business attire, walk down an alleyway.",People in casual attire walk along a street,contradiction
656,People in casual clothing walk along the street together.,People in casual attire walk along a street,entailment
664,A man leans over into a fountain.,A human leaning,entailment
662,A man leans over into a fountain.,A man stood straight.,contradiction
674,A woman in a multicolored dress is holding a plastic cup while gesturing with the other hand.,The dress is a single color,contradiction
671,A woman in a multicolored dress is holding a plastic cup while gesturing with the other hand.,A beautiful  woman is wearing a multicolored dress.,neutral
678,Large furry dog walking in the sand near large rocks.,The dog is taking a nap on the pet bed.,contradiction
676,Large furry dog sleeping on its dog bed.,The dog is taking a nap on the pet bed.,entailment
683,A band is playing in a concert.,A rock band playing an outdoor concert.,neutral
681,A band is packing up their musical equipment. ,A rock band playing an outdoor concert.,contradiction
689,A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area.,A man about to teach his dog tricks.,contradiction
686,A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area.,A horse racer in a hat holding a tool stands next to a horse in a hilly area.,neutral
691,Three men draping a rope across a road.,The men put rope across the road to hang up the sign.,neutral
692,Three men draping a rope across a road.,Men draped a rope across the road to hang up the sign,entailment
699,A bicycle is parked in front of a shop that has a large orange sign.,A bike is chained to the bike rack outside of the shop.,neutral
697,A bicycle is left leaning in front of a shop that has a large orange sign.,A bike is chained to the bike rack outside of the shop.,contradiction
702,The skier in the green jacket and white pants appears to almost fly into the sky.,an american having a family time,contradiction
701,The skier in the green jacket and white pants appears to almost fly into the sky.,A skier is in the air.,entailment
710,Several children leaping into a pile of leaves on the ground.,The children leaped into a pile of leaves.,entailment
713,Several children leaping into a pool.,The children leaped into a pile of leaves.,contradiction
723,Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.,Army men march down a road in uniform for a parade.,neutral
721,Many policemen in a line holding guns in green suits sitting next to a concrete road with a big building in the background.,Army men march down a road in uniform for a parade.,contradiction
729,A dirty boat sits in murky water as workers tend to their jobs.,A boat in sitting in murky water,entailment
726,A dirty boat sits in murky water as workers tend to their jobs.,A boat in sitting in the marina.,neutral
739,A man in a suit with a wineglass in his hand is speaking to a group of people at a party.,A man speaks to people at a party about his adventures in the deep south.,neutral
736,A man in a suit with a wineglass in his hand is speaking to a group of people at a party.,A man speaks to people at a party holding a wineglass.,entailment
740,A shaggy black and white dog is running on the grass.,they are talking loud,neutral
741,A shaggy black and white dog is barking loudly on the grass.,they are talking loud,entailment
747,A man in a top hat is playing the accordion on the side of a city street.,A man is performing on the sidewalk.,entailment
746,A man in a top hat is playing the accordion on the side of a city street.,A man is playing his heart out on the sidewalk.,neutral
754,A person is about to roll the bowling ball attempting to hit bowling pins.,Someone is bowling a perfect game.,neutral
751,A person is about to roll the bowling ball attempting to hit bowling pins.,Someone is bowling and trying to do well.,entailment
758,One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall.,The man is looking at a person.,contradiction
756,One African American man is looking at something.,The man is looking at a person.,neutral
760,"A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.",The three musicians are preparing for a live performance later that evening.,neutral
763,"A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.",The three musicians are making music.,entailment
769,"A woman in a blue coat walks along a sidewalk, in front of a subway sign.",A woman heading home.,neutral
768,"A woman in a blue coat walks along a sidewalk, in front of a subway sign.",A man walks along a sidewalk.,contradiction
773,The woman in the red jacket looks as if she was buying something from the open air vendor.,The woman is buying a beautiful bunch of roses from a street vendor.,neutral
771,The woman in the red jacket looks as if she was buying some roses from the open air vendor.,The woman is buying a beautiful bunch of roses from a street vendor.,entailment
777,Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.,The men are on the same team.,contradiction
779,Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.,The football players are on the opposite team.,neutral
780,Man pushing his cart with personal items.,A man pushes a cart.,entailment
781,Man pushing his cart with personal items.,A man is eating a bag of chips.,contradiction
785,Boat sails in rough water.,Rough water with a boat sailing through it,entailment
789,The boat sits in the tranquil water.,Rough water with a boat sailing through it,contradiction
794,Many people leading a giant blow-up figure of Oscar the Grouch down a street.,The blow-up figure is Karl Marx.,contradiction
791,Many people leading a giant blow-up figure of Oscar the Grouch down a street.,Many people on the street.,entailment
796,a group of people sitting on the ground on the sidewalk,People are sitting on a sidewalk.,entailment
797,a group of people sitting on the ground on the sidewalk,People are sitting in protest.,neutral
801,"Two asian women are holding up a partially filled trash bag, smiling.",Men drop trash.,contradiction
802,"Two asian men are dropping trash bag, smiling.",Men drop trash.,neutral
805,A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.,Bob was wearing his peach colored tshirt while talking to a long braided hair lady.,entailment
806,A man with an orange colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.,Bob was wearing his peach colored tshirt while talking to a long braided hair lady.,contradiction
814,A baseball player is sliding across home plate in order to score a run for his team.,Nobody is sliding.,contradiction
811,A baseball player is sliding across home plate in order to score a run for his team.,It was really close.,neutral
823,"A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.",Two sisters tell each other jokes in public.,neutral
821,"A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.",Two women tell each other jokes at home in private.,contradiction
829,"A fluffy, white dog running in the snow.",A white dog is running after somebody.,neutral
826,"A fluffy, white dog running in the snow.",A white dog is walking.,contradiction
834,A dog is about to catch a treat in his mouth.,The dog is expecting the treat.,entailment
831,A cat is trying to catch a treat in its mouth.,The dog is expecting the treat.,contradiction
836,Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.,Two men are fishing in the rain.,contradiction
835,Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.,Two men are handling fishing gear in cloudy weather.,entailment
840,A dog climbs down a black ramp,A ramp leads into a house.,neutral
841,A dog climbs down a black ramp,A cat is on a ramp,contradiction
859,A young woman swings a young boy around by the hands.,The young boy is running from the girl.,contradiction
856,A young woman swings a young boy around by the hands.,The young woman swings a young boy.,entailment
863,A surgeon and surgical staff operating on a patient.,A surgeon is doing a hip replacement.,neutral
861,A surgeon and surgical staff performing a hip replacement procedure.,A surgeon is doing a hip replacement.,entailment
872,A child is laying down on a wooden bench.,child lays on bench,entailment
871,The child is on a wooden bench.,child lays on bench,neutral
877,A skier falls down a hill.,A skier falls down a hill after begin hit by a rock.,neutral
876,A skier falls down the hill when a rock hit him.,A skier falls down a hill after begin hit by a rock.,entailment
889,A woman selling bamboo sticks or brooms talking to two men on a loading dock.,A woman is selling bamboo sticks to help provide for her family.,neutral
888,A woman selling bamboo sticks or brooms talking to two men on a loading dock.,A woman is selling vegetable sticks.,contradiction
893,A young girl holding a doll is smiling.,A boy is playing baseball.,contradiction
892,A young girl holding a doll is smiling.,A beautiful girl is playing with a doll.,neutral
898,An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are posing in a grassy field.,An Asian bride is riding a roller coaster.,contradiction
895,An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are riding a roller coaster.,An Asian bride is riding a roller coaster.,entailment
901,A snowboarder prepares to go over a ramp.,A woman with a snowboard waits to run a course.,neutral
900,A bearded snowboarder prepares to go over his ramp.,A woman with a snowboard waits to run a course.,contradiction
908,"On a muddy racetrack, the yellow Poust car pulls ahead of the competing Hermia car.",Two cars are racing.,entailment
906,"On a muddy racetrack, the yellow dog sniffs around.",Two cars are racing.,contradiction
914,A woman with teddy bear earmuffs is using a wand to make a giant bubble.,The woman is at a birthday party.,neutral
912,A woman with earmuffs is using a wand to make a giant bubble during a birthday party.,The woman is at a birthday party.,entailment
922,A brunette woman in a striped shirt speaks to two blond women from behind a table.,Bald women swallowing oysters.,contradiction
921,A brunette woman in a striped shirt speaks to two blond women from behind a table.,A woman is speaking.,entailment
933,A small child walks hand-in-hand with an adult on the grass leading up to a brick building.,The building is stone.,contradiction
932,A small child walks hand-in-hand with an adult on the grass leading up to a brick building.,The old building is made of brick,neutral
938,An old man licks an ice cream cone.,The old man is eating chocolate ice cream.,neutral
