pairID,sentence1,sentence2,gold_label
2695298213.jpg#2r2n,A group of children walk together on a bright day.,School going children walking to school,neutral
6523865099.jpg#0r1n,An Asian person standing in front of some mountains shows off their gun while wearing a bright orange jacket and a hat.,The person is in the Appalachian mountains.,neutral
2522297487.jpg#0r1n,a white woman in a green sweater holds a smiling child whilst a smiling boy in a yellow shirt looks on.,There is a woman and her two children.,neutral
3298199743.jpg#4r1c,A young boy in a green shirt is jumping.,The boy is running.,contradiction
394563330.jpg#4r1c,A Chinese Dragon at a parade.,A float celebrates Black History Month.,contradiction
5758838589.jpg#4r1n,Nurse is taking a patients blood pressure.,The nurse works in the emergency room.,neutral
771048251.jpg#4r1n,A cat bites a human's nose.,A cat bites his owner.,neutral
3735084476.jpg#2r1e,An old man was outside digging in the dirt on a summer day.,An old man decided to dig a hole in the dirt on a warm summer day,entailment
1105959054.jpg#2r1n,An artist paints clouds onto a canvas.,a man paining his masterpiece,neutral
5331177956.jpg#1r1e,Man using magnifying glasses while working on a wood crafting project.,The man is working on a project.,entailment
1457898867.jpg#0r1n,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,Two brown cows are pulling a wagon.,neutral
2517646066.jpg#0r1n,An elderly woman in tribal dress weaving brightly colored fabric.,enjoying weaving a colored fabric,neutral
56927229.jpg#1r1c,An expectant woman happily lets another listen to the baby inside of her.,A woman shares photos of her unborn child smiling.,contradiction
3827171692.jpg#1r1e,A person in a brown jacket and red hat are walking by an adobe house with a blue door.,A person walking outside.,entailment
4508639054.jpg#1r1c,"A girl, with a big blue scarf has stepped off her bike to receive a text.","A boy, with a big blue scarf has stepped off his bike to receive a text.",contradiction
7355485826.jpg#2r1n,A man in black wearing protective headgear speeds around a corner on a motorcycle.,A man on a vehicle is wearing a helmet.,neutral
6177258327.jpg#1r1c,Brightly colored kayaks carrying two people each are paddled down a tree lined river.,The dogs are drifting on an iceberg.,contradiction
4574105974.jpg#2r1e,"Women posing with large amount of cotton candy, on a busy sidewalk.",The women are outside.,entailment
4525740976.jpg#0r1n,The man in the tan jacket is taking large steps as he walks past the off white building.,The man is walking quickly past the building in the rain.,neutral
4473826637.jpg#4r1e,Children going home from school.,The school children head home.,entailment
5077873899.jpg#2r1e,A male singer dressed in all black with black glove with his foot on a prop.,A man is has his foot raised.,entailment
495041730.jpg#4r1e,A man with a beard is wearing a straw hat.,A person with a beard,entailment
4193422737.jpg#2r1e,Man standing in the water while other men on bridge watch him.,There is a man being watched,entailment
4970971349.jpg#3r1c,"Women walking down the street in jeans, black high heel boots, and a beige handbag.",The man is working on his car,contradiction
3805214721.jpg#0r1n,The woman sits leaned against the wall on the cobblestone path feeding her baby from a bottle.,The woman adopted the baby.,neutral
1144885633.jpg#4r1n,three men look at a sign.,Three men are looking at something on the sidewalk,neutral
2988244398.jpg#0r1c,A little boy in denim overalls slides down an orange slide.,A girl slides down a green slide.,contradiction
38478677.jpg#3r1n,a man standing outside of a restaurant.,A man smokes a cigarette outside a restaurant.,neutral
238573199.jpg#4r1n,A jockey riding a horse over a jump.,A jockey is training for a horse riding competition coming up.,neutral
6957006310.jpg#0r3e,A young man in blue jeans and a blue tee-shirt an sunglasses is on a skateboard on pavement lined with palm trees.,A man is riding a skateboard.,entailment
3171854190.jpg#3r1e,A boy wearing a striped shirt sits in a yard next to a smoking grill.,A boy sits.,entailment
179122558.jpg#1r1n,A Scottish bagpipe group is standing in a circle in their attire.,Scottish men playingbag pipes.,neutral
2107837987.jpg#1r1c,The little boy is at the side of the river throwing rocks.,A boy plays video games.,contradiction
4680385998.jpg#3r1e,A woman in red runs past a rainbow wall.,A woman is running past a wall painted many colors.,entailment
1394796089.jpg#3r1e,A group of men with brass instruments.,The men have instruments.,entailment
6907176643.jpg#1r1e,Two men on a green sports field dive towards a Frisbee.,The men are going after the frisbee.,entailment
2800990525.jpg#4r1e,A man poses outside of some buildings.,A man is outside.,entailment
1027149103.jpg#2r4e,A man wearing a yellow t-shirt is shouting into a microphone while an audience is listening.,A man is standing in front of a group of people.,entailment
6699112713.jpg#3r1c,A woman is skying in a snowy area wearing warm clothing.,The woman is wearing a bikini.,contradiction
vg_len22r2c,Cities need to be replaced with a new idea such as a super sized mall type building with no need for travel or cars.,we should continue using cars and long distance for travel because cities don't need giant mall type buildings.,contradiction
863901193.jpg#2r1n,A man attempting to fix a broken concrete wall.,A man working on a wall that was broken by a car driving into it.,neutral
4744788268.jpg#3r1c,Officers standing outside a shop.,The police are walking into a pit of vipers.,contradiction
1424775129.jpg#2r1n,A little boy walks along railroad tracks in the woods.,A little boy is playing a game.,neutral
3527320221.jpg#2r1n,"Two cage fighters, both shirtless, fight against each other in a cage.",People wrestling in a ring.,neutral
3159092624.jpg#1r1n,A small child runs along the grass smiling.,The child is out of control.,neutral
2535619827.jpg#0r1c,Two people huddled near the ground in a dark alley.,Tigers are eating the two men.,contradiction
4755693778.jpg#2r1e,A toddler in a stroller is wearing an orange shirt.,The toddler is wearing orange.,entailment
767310011.jpg#3r1c,Construction workers installing new green seats.,Construction workers installing new black seats.,contradiction
160210791.jpg#1r1e,A person with a variety of different wares standing amongst several others on a dirt road.,A person is selling wares on a dirt road.,entailment
2833502675.jpg#4r1c,A man is playing music with a trumpet.,A man playing music with a guitar.,contradiction
3201517121.jpg#3r1n,Two people acting out a fight scene.,They are acting in a play.,neutral
135911244.jpg#0r1c,Two law enforcement men wear white cowboy hats while riding in a cart past a red car.,Two men are wearing beanies while riding in a cart past a red car.,contradiction
152979089.jpg#0r5c,A group of three men in white shirts stand near a police van while a man in a black jacket with a white stripe sits on the curb.,A woman with a dog on a leash is walking over a bridge.,contradiction
800173989.jpg#4r5c,Six people in a boat floating in the water.,Ten people are in a boat.,contradiction
5639026536.jpg#2r1n,"four men two with their feet up, on laptops sitting around a table in a living room",men closing business deal,neutral
170525064.jpg#2r1c,The Army also trained their man and also the man best friend.,The army train these people to sing.,contradiction
3892563639.jpg#4r1e,a man is sitting a lamb and a llama.,A man has a lamb and a llama.,entailment
4451329664.jpg#2r1e,A woman in safety gear gets ready to compete athletically.,A woman is about to compete.,entailment
3328646934.jpg#4r1c,A blond girl surfing down a sandy hill,A blonde girl relaxing in bed,contradiction
1389651420.jpg#3r4e,A boy stands beside a railing at a go kart track.,The boy is at the go kart track.,entailment
3611672054.jpg#0r1n,A shirtless man in colorful shorts spikes a volleyball during a beach volleyball game.,A man is about to score the game winning point in a volleyball game.,neutral
2419569803.jpg#4r1c,Women holding microphone singing in bar.,The woman is screaming.,contradiction
4884153815.jpg#2r1n,There is no food at home and waiting for my son.,The refrigerator is empty.,neutral
2544182005.jpg#4r1n,a young boy rides a purple bike.,The boy is riding his sister's purple bike.,neutral
4512148745.jpg#3r1e,Three women outside working with one pushing a red wheelbarrow.,A woman is pushing a wheelbarrow.,entailment
4862877623.jpg#4r1c,A man on a red bike popping a wheelie.,A man is riding a skateboard.,contradiction
1295669416.jpg#1r3n,A girl in a red and black striped shirt sits on a brick wall in front of a tropical plant.,A girl is waiting for her father,neutral
3745405944.jpg#2r1e,A man in a green shirt and a woman in a purple top are sitting on a bench.,Man and women sit next to eachother,entailment
1749702972.jpg#2r1c,Picture of a hotdog vendor in the street.,A waiter stands in a restaurant.,contradiction
6147735412.jpg#0r1e,Important political man in gray suit talks to man in darker green suit about the woman in the lighter green jacket.,the man is speaking,entailment
4977719120.jpg#2r1c,A man is talking on a cellphone and riding a bike.,Nobody is talking,contradiction
4477683613.jpg#4r1e,A woman is being filmed in a busy city.,A video is being made of a woman.,entailment
170473787.jpg#0r1e,A man in military camouflage is working a shepherd type dog in a grassy area while being observed by others in a parking lot in uniform.,The man is in the military.,entailment
565490650.jpg#4r1c,Blond child is learning self deference.,The child is swimming.,contradiction
2503091968.jpg#4r1n,an infant screams from the backseat of a cab.,A baby is crying in the back of a yellow cab.,neutral
2429227535.jpg#3r5n,Two guys with fake facial hair stand together.,Two guys just put on fake beards.,neutral
504370167.jpg#2r1e,A boy smiles while he loads up his toy with fake bullets.,A boy plays with a toy gun.,entailment
2743046728.jpg#2r1n,Two small girls are looking at seaweed that has washed up onto the shore.,they are wearing swimsuits.,neutral
263104639.jpg#1r1n,somber faced woman wearing dark jeans and a red top sitting on the edge of a porch.,The woman is getting light from the sun.,neutral
3350614753.jpg#0r1c,Many people are walking in the city near tall buildings.,the people are seated,contradiction
3568918598.jpg#3r1e,two people in stilts wearing fur walking down the road,The two people were on stilts.,entailment
2242178517.jpg#0r3n,A small child dressed all in blue for winter stands holding a red snowshovel with a snow covered mini van behind him.,A little kid is helping his parents shovel snow from around their car.,neutral
240101066.jpg#4r1c,People are setting up chairs on a beach.,The people are playing in the ocean.,contradiction
6819273117.jpg#4r1e,A man with earrings cutting another man's hair.,a man is getting a haircut,entailment
488416045.jpg#3r1n,A brown dog is running along a beach.,He is wagging his tail.,neutral
4960801678.jpg#0r1c,"An older man is sitting outside on a bench in front a large banner that says, ""Memoria Justicia Sin Olvido.""",An older man sits on his couch reading a newspaper.,contradiction
3681414069.jpg#0r4c,One black and white dog sleeps while the other two black and white dogs play with a plastic bag.,All of the dogs are asleep.,contradiction
3621741935.jpg#2r1n,A girl is sitting on a bench eating ice cream with a bike next to her.,A sad girl is sitting on a bench eating ice cream with a bike next to her.,neutral
4588947862.jpg#1r3c,A man holding a cellphone and a woman holding a shopping bag stand in front of a wall covered in street art.,The man and woman are watching TV on their couch.,contradiction
4615485077.jpg#0r1c,Police in riot gear fill a street lined with spectators in red clothing.,Everything is calm on a random afternoon.,contradiction
131890223.jpg#3r5e,A woman scuba diving with a large sea turtle.,A woman and a sea turtle are underwater.,entailment
1693733107.jpg#0r4n,"Two people sit in handicapped seats, one touching her ear while the other touches her eyes.",One of them is blind and the other is deaf,neutral
2148680620.jpg#4r1c,a man eating a pink candy bunny.,The man waits to eat his candy rabbit.,contradiction
2689829779.jpg#4r1c,A boy wearing a leg brace.,The boy is not wearing anything.,contradiction
2707933554.jpg#4r1n,A brown butterfly perched on a girl's hand,the butterfly is pretty,neutral
3231751379.jpg#4r1e,The hockey player knelt on the ice.,The athlete rested on one knee on the rink.,entailment
661755629.jpg#2r1c,a little furry dog playing with a red ball in a forest,The old dog is at the vet.,contradiction
2866254827.jpg#0r1e,A man on a yellow sport bike does a wheelie as his friend on a black bike catches up.,a man on a sport bike does a wheelie,entailment
2977128559.jpg#0r1n,Young ethnic children smile and pose for the camera and hold up peace signs.,The children are exchanging props to take pictures for the camera.,neutral
4857763702.jpg#0r1e,A three wheeler bicycle that has a body and backseat that says Jouez la carta de frete! on the road.,The bike has three wheels,entailment
3425061393.jpg#2r1c,a man gets ready to hit the tennis ball.,The man is getting ready to serve a volleyball.,contradiction
1295669416.jpg#1r4c,A girl in a red and black striped shirt sits on a brick wall in front of a tropical plant.,A waiter waiting on a table.,contradiction
2557998845.jpg#0r1c,"A man in an orange shirt and a man in a white shirt are at a vegetable stand, and the man in the orange shirt gives a woman wearing red some vegetables.",Two men are eating fresh vegetables.,contradiction
1405650076.jpg#1r4e,"A young male child with curly brown hair, hiding behind a cardboard box in a vegetable vendor's market.",the boy is hiding,entailment
3868751073.jpg#2r1e,Quarterback starting to throw a football in a game while someone is chasing him.,The quaterback is throwing a football.,entailment
3722449720.jpg#4r1e,Several men stand near a race car.,Men standing near a race car.,entailment
2215767852.jpg#0r5c,"A woman with a brown coat and a woman with a black top stand along displays of oranges, apples, and other fruits.",Two men shop for vegetables in a grocery store.,contradiction
4756089627.jpg#1r1e,An oriental person in a red shirt and black pants crouching over a purse on concrete.,The person is outside.,entailment
5602731697.jpg#3r1n,some men are trying to place a statue down on the ground,They were putting a memorial in place.,neutral
3507724518.jpg#0r5n,"a woman walking in front of an outdoor mural, prominently featuring a portrait of a bald man.",A girl walking in front painting featuring a guy wearing black.,neutral
4622064391.jpg#1r1e,A golden retriever puppy stands in front of two people looking over a railing.,The people are standing near a puppy.,entailment
304448536.jpg#3r1e,A woman with a red jacket is riding a bike.,A woman riding a bicycle.,entailment
3165943777.jpg#3r1c,There are two children playing in a playground.,Two children eating lunch and watching a movie.,contradiction
240101066.jpg#4r5e,People are setting up chairs on a beach.,People are setting up chairs on the beach.,entailment
482098572.jpg#0r1c,A person in a yellow kayak is paddling through a river with snowy banks.,The person is drinking hot cocoa at a diner.,contradiction
3472315522.jpg#1r5c,A skateboarder catches air over a dumpster as one friend observes and the other friend jests.,A girl is rollerskating at a party.,contradiction
532396029.jpg#2r1e,A little blond girl splashing in a mud puddle.,The kid is outside.,entailment
69902502.jpg#2r1n,A man is working on a spinning table in a workshop.,A man is sitting down in a workshop and giving a demonstration to a group of children on a spinning wheel.,neutral
4941143742.jpg#3r1e,Several men and women are all wearing matching orange uniforms,Several people are part of a group.,entailment
3425851292.jpg#4r1e,A man plays tennis.,The man plays tennis.,entailment
5501235989.jpg#4r1e,Boy in Red uniform holding up trophy.,A child holds an award.,entailment
2076428547.jpg#2r1e,A hiker's profile against a blue sky and mountain range.,A hiker is ascending a mountain.,entailment
3006093003.jpg#0r1n,The man in glasses carrying an Obama poster is talking on a cellphone.,The man has poor eyesight.,neutral
3174228611.jpg#0r1e,a basketball player wearing a red and white jersey while running down the court.,A basketball player is running.,entailment
4488485439.jpg#0r1c,A woman in a black jacket reaches into her black purse at a vegetable market as a crowd walks behind her.,The crowd walks in fron of the woman.,contradiction
4050246422.jpg#0r3e,it looks to be a glass maker heating up some glass to make something while visitors in the background watch him,A glass maker is working while people watch.,entailment
1251583490.jpg#0r3c,"A skinny shirtless man wearing sunglasses, a tiger scarf around his neck and a black belt and jeans is hammering on a metal rod.",Man pushing a rod.,contradiction
68647249.jpg#4r3c,a child girl wearing coat,A little girl holding a coat over her head.,contradiction
3275575996.jpg#0r1n,A man in a black jacket with a hood is cleaning the windows of a building while being suspended over the city.,A man is washing windows of a skyscraper.,neutral
5646792433.jpg#3r4n,A boy and a girl are swinging on a swing set in a park.,they are childern,neutral
105223874.jpg#0r2e,A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor.,A child plays with a toy on the floor,entailment
2572667907.jpg#1r1e,A woman in a green t-shirt speaks into a microphone.,There is a woman in a green t-shirt.,entailment
133767049.jpg#0r3c,"Man in white tea shirt, denim paints and blue apron attends to barbecue on a truck trailer.",Women in short shorts serve beer.,contradiction
2872197070.jpg#0r5n,A white dog is leaping into a swimming pool.,The dog loves to swim in the pool.,neutral
4780590314.jpg#0r1c,Asian man with a striped polo shirt and jeans pushing and pulling two stacks of flatbed carts.,The Asian man is sleeping on the carts.,contradiction
3491658971.jpg#3r1c,A man is eating outside with a group of people.,a man sitting at home,contradiction
3624327440.jpg#4r3e,A surfer rides the waves.,A person is on a surf board.,entailment
4553360582.jpg#0r2n,Two foreground individuals in hard hats wear portable tanks as they walk behind someone in similar attire.,Two individuals in white hard hats wear portable tanks.,neutral
7136930039.jpg#0r1c,Two girls in skirts walk through a shallow pond surrounded by plants.,The friends are eating pizza infront of a gallery,contradiction
170525064.jpg#0r3e,Two men dressed in blue uniforms wearing headphones are standing with their arms behind their back while a man dressed in a brown camouflage uniform with a leashed dog looks over his right shoulder at several parked vehicles.,A man walks his observant dog in front of people.,entailment
5056620714.jpg#0r1n,"Man in jeans and white t-shirt, holding a microphone and being passed from person to person at concert.",A singer has jumped off stage at the concert and is getting passed around through the crowd.,neutral
108899015.jpg#3r4n,Two people climbing up a snowy mountain.,The climbers are using ropes.,neutral
1780384960.jpg#3r1e,A group of cheerleaders if red outfits.,The cheeleaders are wearing their red school colors.,entailment
269986132.jpg#3r1c,A group of soccer players after a ball.,Soccer players have scored a home run.,contradiction
6921499991.jpg#0r1n,"An art student uses a blue Sharpie to create a pattern on thick, white poster board.",A student draws a chevron pattern on poster board.,neutral
7674851814.jpg#1r1c,A young child is standing on a hill above a small impoverished village,The child is running down the hill.,contradiction
3799980514.jpg#3r1n,A man sitting before a microphone is preparing to play the guitar.,The man is getting ready to perform on stage.,neutral
561417861.jpg#4r1c,The buildings are brown and the sky is blue.,A cottage against a black sky.,contradiction
485312202.jpg#3r1c,A man is sitting on a bench behind a bike.,The girl skis,contradiction
2410153942.jpg#4r1c,a red car has rolled over on a dirt track.,There is a black truck that has rolled over on a dirt track.,contradiction
4437044618.jpg#1r1c,Two woman in brown coats in the background of a woman walking toward the front of the picture.,A doctor talking to a patient.,contradiction
2696045361.jpg#2r1e,A baseball player in uniform who just threw a ball.,The ball player had the ball a second ago.,entailment
327415627.jpg#1r1n,Two dogs run along the green grass near the water.,they are running by the river,neutral
4588947862.jpg#4r1n,A man in a white t-shirt with a cellphone is standing behind a woman with shopping bags.,A man is behind someone.,neutral
3284695268.jpg#2r1n,A baby in jeans and a winter jacket sits on top of a blue slide.,A baby on a playground slide outside,neutral
78308597.jpg#1r1e,"A young woman is practicing martial arts, while wearing a pink outfit.",There is a young woman practicing martial arts.,entailment
2686452246.jpg#3r1n,Eleven people are looking over a ledge.,Eleven people are looking over the ledge at the river.,neutral
2619267133.jpg#2r1e,A young boy in a cowboy hat rides a horse.,A young boy is riding an animal.,entailment
158093226.jpg#1r3n,A guy is playing the bagpipes while standing next to a woman in a light blue outfit with her belly button showing.,A man and woman are performing a musical piece.,neutral
2147199188.jpg#0r1e,Man with glasses holding boy upside down outside in a stone-filled yard.,The boy is hanging upside down.,entailment
1534524182.jpg#1r1n,A man in a blue canoe paddling in the ocean.,The man is paddling on a gloomy day.,neutral
1143373711.jpg#3r1e,A biker in spandex riding on a busy street.,A bike is on a street.,entailment
602612183.jpg#2r1e,Multiple females sitting indian-style doing what appears to be textile work.,Females are doing textile work.,entailment
3407556347.jpg#4r1c,A couple is kissing on a bridge.,A couple fights outside a restaurant.,contradiction
122190424.jpg#2r1c,Three men wearing safety vests are repairing a street.,Three men wearing vests are fixing a telephone pole.,contradiction
2841088187.jpg#1r1e,A boy with goggles and a whistle standing near a body of water.,A boy standing by water.,entailment
vg_verb115r2c,A man in a blue shirt is taking a picture.,The woman is painting.,contradiction
3616771728.jpg#0r1c,A jockey in yellow and a jockey in blue are racing their horses down a grassy raceway.,The jockies are at home watching TV.,contradiction
4950996568.jpg#1r3e,"A person, dressed in green hoodie and shorts, stands in front of a vista of green hills.",A person is dressed in green and wearing shorts is standing in front of green hills.,entailment
98377566.jpg#1r1e,Two white and brown dogs up against a fence.,the two dogs are outside,entailment
4706435859.jpg#2r1e,A person is floating in the air above a crowd in a city.,A person is in the air.,entailment
4936992807.jpg#0r1e,An older man wearing a vest looking into a dumpster.,An old man is looking into a dumpster.,entailment
3225025519.jpg#1r1n,A man speaks into a microphone being held by another man.,Two men are giving a presentation.,neutral
2363092753.jpg#4r1n,Man and women kissing in public.,A couple kissing.,neutral
6087966524.jpg#3r1e,Officers on motorcycles patrol the streets.,Police officers are shown outside.,entailment
141841337.jpg#1r3n,A boy in a gray sweatshirt is laughing while someone helps him put his foot over his head.,The boy takes gymnastics.,neutral
1749702972.jpg#0r2n,Several people walking past a food cart on a city street.,The food cart has a picture of a hot dog.,neutral
7586108058.jpg#0r2n,"A female ballet dancer in white and another ballet dancer in green perform arm-in-arm, with the image of a columned building in the background.",Two dancers are performing in front of a crowd,neutral
235074044.jpg#4r1n,a crowd of people in a subway,people in the subway on the way to work,neutral
vg_verb79r2c,One horse has wraps around its legs.,A legless horse wimpers.,contradiction
6483566713.jpg#2r1n,Two women in different color jeans with ponchos peering through a telescope.,Two women looking at stars are dressed in pants and panchos.,neutral
5621600104.jpg#1r1c,A soccer player in a red uniform is about to kick the ball.,A dog is playing football.,contradiction
3006093003.jpg#1r1c,A man talks on a cellphone while holding an Obama campaign sign.,The man is brewing a micro-brew in his basement as a hobby.,contradiction
3503544012.jpg#2r1e,Four hockey players and a referee on the ice.,There are 5 people out on ice.,entailment
1196602179.jpg#0r4e,A woman ventriloquist is playing with her colorful green and red dragon in a beautiful garden backdrop.,A ventriloquist plays with a dragon outside,entailment
18111123.jpg#2r1e,A young child with pigtails is raising her hands upwards.,A kid raising their hands.,entailment
2612759786.jpg#4r1n,Three people are shown living in poverty.,"These people were rich stockbrokers, but they've made a Devil's bet and now they're poor.",neutral
47870024.jpg#4r5c,A boy on a scooter.,The boy is on a skateboard.,contradiction
4281909449.jpg#4r1n,A man cutting down a tree during winter.,A man is cutting down a tree for firewood.,neutral
3778077349.jpg#4r1n,A man in red and yellow garb sits upon a diving board.,A worker is cleaning the diving board.,neutral
287257735.jpg#3r1n,Local people trying to sell goods street side.,The local people set up a small market on the street.,neutral
4818829454.jpg#4r1e,A woman carrying her bike through a crowd.,The woman is holding the bike.,entailment
3165943777.jpg#0r2c,Children playing on a playground sliding down a slide.,Children playing on a giraffe.,contradiction
4986938284.jpg#0r1e,A young blond person in a colorful outfit is hanging from a cable and riding a board.,A young blond person is riding a board.,entailment
4718954099.jpg#1r1n,A group of firemen in full gear are walking down the street.,Firemen walk down the street towards a burning building.,neutral
4972908930.jpg#4r1n,A cityscape where two paths diverge.,There are two dirt paths.,neutral
97138308.jpg#0r1n,Swimmers leaps off the starting blocks into their race lanes at an indoor pool.,People watching a swim meet.,neutral
6082587848.jpg#2r1e,A female violinist surrounded by other violinists.,A violinist among other string musicians,entailment
3309092684.jpg#4r1c,"A singer who is shy about singing, gets stage fright.","The singer is at the bar, taking a break.",contradiction
2162469360.jpg#2r1c,A worker in a blue hard-hat looks on as another man works,The men are asleep.,contradiction
6493391567.jpg#0r1e,A person surfing in the distance with the wave collapsing just behind him.,A person is outdoors.,entailment
275854401.jpg#3r1n,Four men are hanging out in front of a building.,There are four friends hanging out.,neutral
4751647247.jpg#0r2n,A slender young caucasian female walks while listening to music through her headphones and iPod during a bright sunny day.,a young woman with headphones on walking on a bright and sunny day to go to lunch,neutral
4652933342.jpg#4r1n,A woman in a green tank top sits at a table.,A woman sits by herself.,neutral
3689727848.jpg#2r1e,A male dives for a ball that's flying over a pool.,A person dives for a ball that's flying over a pool.,entailment
134283905.jpg#0r1e,An individual is climbing on an objects while the bottom of his shoes can be seen.,Someone in shoes is climbing an object.,entailment
7005944799.jpg#3r1n,A man is seen covering his face in a crowd of Police in riot gear.,THE grass was green,neutral
16988097.jpg#0r4e,"Man in dark business suit, sitting by a marble water fountain, wearing eyeglasses and talking on his cellphone with newspaper on his lap.",A man is talking on his cellphone.,entailment
3937854352.jpg#4r1e,A man and a woman read in a church.,A man and a woman are in church.,entailment
2572988399.jpg#2r1e,Several women in brightly patterned skirts sit by a stone wall.,The women in bright skirts are sitting against a wall.,entailment
291952021.jpg#2r1n,A dog looking at the camera with a piece of cloth in its mouth.,the dog is brown,neutral
285208916.jpg#0r1e,Acrobatic Bowler in a red sports jacket and jeans jumps up to show his excitement for his favorite sport.,A bowler displaying his excitement for the sport.,entailment
111285749.jpg#2r1e,A man in a white shirt hangs a painting in a run down store while other men watch.,Men are indoors.,entailment
2876954933.jpg#4r1e,A little girl and boy are playing in the water.,There are kids in the water,entailment
4166168198.jpg#0r1c,A woman in an apron standing in front of shelves of bread in a bakery.,A woman is setting a bakery on fire.,contradiction
6299001128.jpg#1r1n,A squirrel with a fluffy tail sits on a tree branch among yellow leaves.,The squirrel is looking for nuts.,neutral
4447270536.jpg#1r1c,Middle-aged man in shorts and a hat sits while reading a book.,A man is driving a school bus.,contradiction
4927987115.jpg#1r1n,"An older man sits wearing a red, green, and yellow hat smiling for the camera.",A man getting his photo taken for the newspaper,neutral
2892989340.jpg#1r1n,A young man jumps with a surfboard over the waves.,A man balancing himself on a surf board over the waves.,neutral
78308597.jpg#4r1e,A young lady practicing karate outside on a day.,A woman is practicing martial arts.,entailment
561940436.jpg#4r1n,A man and a woman sitting on a bench,A man and a woman eating a snack on a bench.,neutral
1480712062.jpg#3r1e,A scuba diver holds up a small lobster underwater.,A scuba diver is in the water.,entailment
7827645972.jpg#0r1e,Beautiful little girl holding up her hat with one finger is getting her picture taken out in a gorgeous field.,A little girl is holding up a hat.,entailment
