pairID,sentence1,sentence2,gold_label
278,"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store.",A boy is window shopping.,entailment
279,"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store.",A girl is window shopping.,contradiction
314,Three younger men dancing in front of a semi-circled crowd.,Three young men are singing in front of a crowd.,contradiction
311,Three younger men dancing in front of a semi-circled crowd.,Three young men are performing in front of a crowd.,entailment
322,Men at opposite ends of the street waiting to cross.,there are some people outside in this picture,entailment
320,Men at opposite ends of the street waiting to cross.,there are some people inside in this picture,contradiction
331,A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.,Two people are having a conversation.,entailment
330,A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.,Two people are having a fight.,contradiction
341,A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.,The gorilla is above the young people.,entailment
340,A large black gorilla peers down at a group of old people from above while the peer inside his enclosure from below.,The gorilla is above the young people.,contradiction
345,People are walking down a grassy hill with a fence behind them.,People are outdoors.,entailment
347,People are walking down a grassy hill with a fence behind them.,People are happy.,neutral
374,A woman standing next to a car in the street speaking to the driver.,A male watching football on TV.,contradiction
371,A man standing next to a car in the street speaking to the driver.,A male watching football on TV.,neutral
376,three children are watching a movie.,Humans watching a movie.,entailment
379,three children are watching the news.,Humans watching a movie.,contradiction
384,"A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.","A person has on a helmet, a shirt, and is outside using a skateboard.",entailment
382,"A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a scooter.","A person has on a helmet, a shirt, and is outside using a skateboard.",contradiction
390,People with their back to the camera walk down a wide alley.,The people are walking through a desert.,contradiction
391,People with their back to the camera walk down a wide alley.,The people are walking through a passageway.,entailment
403,A man in a striped sweater writes on a small rectangular chalkboard.,A man writes.,entailment
404,A man in a striped sweater writes on a small rectangular chalkboard.,A man jogs.,contradiction
413,A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.,The woman is preparing to shoot a video.,neutral
414,A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.,The woman is preparing to shoot a video.,entailment
415,A man in a black shirt plays the guitar surrounded by drinks.,The man is skilled at playing,neutral
417,A man in a black shirt plays the guitar surrounded by drinks.,The man is skilled at playing,entailment
420,A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.,A woman is dancing in a parade.,entailment
424,A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.,A woman is dancing in a studio.,contradiction
428,"A rugby game being played, one man in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him.",Boys are playing videogames,contradiction
427,"A rugby game being played, one man in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him.",Boys are playing rugby,entailment
441,A black and white dog runs on soft green grass.,An animal is outside running,entailment
442,A black and white dog sleeps on soft green grass.,An animal is outside running,contradiction
445,The girl with the blue jean shorts on is playing with the two boys.,A girls plays with her two brothers.,neutral
448,The boy with the blue jean shorts on is playing with the two girls.,A girls plays with her two brothers.,contradiction
454,"A person, wearing a costume with many flowers, is standing on the sidewalk trying to get the attention of people passing by.",A person stands on a sidewalk.,entailment
450,"A person, wearing a costume with many flowers, is standing on the sidewalk trying to get the attention of people passing by.",A person sits on a sidewalk.,contradiction
458,A woman in a brown sweater is sewing on her machine.,The woman is wearing a sweater.,entailment
456,A woman in a brown sweater is sewing on her machine.,The woman is wearing a jacket.,contradiction
469,A man jumping in the sand along the shore while holding something in his hand.,The man is jumping to avoid jellyfish.,neutral
467,A man sitting in the sand along the shore while holding something in his hand.,The man is jumping to avoid jellyfish.,contradiction
479,A competition with a large crowd watching.,The people are watching,neutral
475,A competition with a small crowd sleeping.,The people are watching,contradiction
495,A female gymnast wearing a blue leotard is reaching backwards.,A lady is preparing a speech.,contradiction
496,A female gymnast wearing a blue leotard is reaching backwards.,A gymnast is wearing a leotard.,entailment
504,A clown is wearing a yellow sequin jacket and holding a trumpet as people pass by in the background.,A clown is outdoors performing for a crowd,neutral
502,A clown is wearing a yellow sequin jacket and holding a trumpet as people pass by in the background.,A singer is outdoors performing for a crowd,contradiction
505,a man in a pink shirt herding goats in a ring,A man is hearding goats,entailment
506,a man in a pink shirt herding cows in a ring,A man is hearding goats,contradiction
525,A boy wearing a blue swimsuit begins to slide down a water slide.,The boy's swimsuit is red.,contradiction
526,A boy wearing a red swimsuit begins to slide down a water slide.,The boy's swimsuit is red.,entailment
533,"A woman in purple riding a brown horse, competitively.",The woman rides horses.,entailment
530,"A woman in purple riding a brown bull, competitively.",The woman rides horses.,contradiction
536,A man playing guitar in a purple shirt.,man plays guitar,entailment
535,A man playing guitar in a purple shirt.,man plays violin,contradiction
542,A musician in a black hat is playing a keyboard.,A musician plays a keyboard in a dark club.,neutral
540,A musician in a black hat is playing a keyboard.,A musician plays a violin in a dark club.,contradiction
589,2 people wearing sunglasses with red mohawks are sitting at an ASUS laptop.,The people are near the laptop.,entailment
588,2 people wearing sunglasses with red mohawks are sitting at an ASUS device.,The people are near the laptop.,neutral
598,"Three older women in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention.",Three women are in the room.,entailment
596,"Two young men in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention.",Three women are in the room.,contradiction
614,A woman in a trench coat walks down the street.,A woman in a black coat walks in high heels,neutral
610,A woman in a trench coat walks down the street.,A woman in a black coat runs in high heels,contradiction
624,Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.,A man just hit a golf ball down the fairway.,entailment
622,Woman in tan shirt and blue pants looks down the fairway at the golf ball she just hit.,A man just hit a golf ball down the fairway.,contradiction
644,A couple and two other women are sitting on a couch during a nighttime social event.,Four people are at a birthday party.,neutral
641,A couple and two other women are sitting on a couch during a nighttime social event.,Four people are at a church service.,contradiction
645,The woman is wearing a necklace but has no other visible jewelry.,The woman is wearing a necklace and no jewelry you can see.,entailment
648,The woman is wearing a ring but has no other visible jewelry.,The woman is wearing a necklace and no jewelry you can see.,contradiction
664,A man leans over into a fountain.,A human leaning,entailment
661,A man jumps over into a fountain.,A human leaning,contradiction
665,Two men are sitting on crates in a market.,Two men are relaxing.,entailment
666,Two men are sitting on crates in a market.,Two men are working.,contradiction
683,A band is playing in a concert.,A rock band playing an outdoor concert.,neutral
680,A band is playing in a concert.,A rock band watching an outdoor concert.,contradiction
689,A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area.,A man about to teach his dog tricks.,contradiction
687,A man in a hat holding a tool stands next to a dog hitched to a sled filled with hay in a hilly area.,A man about to teach his dog tricks.,neutral
691,Three men draping a rope across a road.,The men put rope across the road to hang up the sign.,neutral
693,Three men draping a rope across a road.,The women put rope across the road to hang up the sign.,contradiction
699,A bicycle is parked in front of a shop that has a large orange sign.,A bike is chained to the bike rack outside of the shop.,neutral
695,A bicycle is parked in front of a shop that has a large orange sign.,A car is chained to the bike rack outside of the shop.,contradiction
708,A young couple playfully playing in the subway.,Two people in a subway station.,entailment
707,A young couple playfully playing in the park.,Two people in a subway station.,contradiction
710,Several children leaping into a pile of leaves on the ground.,The children leaped into a pile of leaves.,entailment
711,Several children leaping into a pile of leaves on the ground.,The boys leaped into a pile of leaves.,neutral
716,"People are in a kitchen, two of them are sitting at the kitchen table.","People in a kitchen, with two women seated at the table.",neutral
715,"Women are in a kitchen, two of them are sitting at the kitchen table.","People in a kitchen, with two women seated at the table.",entailment
740,A shaggy black and white dog is running on the grass.,they are talking loud,neutral
744,A shaggy black and white dog is sleeping on the grass.,they are talking loud,contradiction
747,A man in a top hat is playing the accordion on the side of a city street.,A man is performing on the sidewalk.,entailment
745,A man in a top hat is playing the accordion on the side of a city street.,A man is begging on the sidewalk.,contradiction
760,"A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.",The three musicians are preparing for a live performance later that evening.,neutral
762,"A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.",The seven musicians are preparing for a live performance later that evening.,contradiction
777,Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.,The men are on the same team.,contradiction
775,Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.,The men are on the opposite teams.,entailment
780,Man pushing his cart with personal items.,A man pushes a cart.,entailment
782,Man pushing his car with personal items.,A man pushes a cart.,contradiction
785,Boat sails in rough water.,Rough water with a boat sailing through it,entailment
787,Boat sails in rough water.,Calm water with a boat sailing through it,contradiction
796,a group of people sitting on the ground on the sidewalk,People are sitting on a sidewalk.,entailment
795,a group of people sitting on the ground on the sidewalk,People are sitting on the beach.,contradiction
805,A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.,Bob was wearing his peach colored tshirt while talking to a long braided hair lady.,entailment
808,A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.,Bob was wearing his black colored tshirt while talking to a long braided hair lady.,contradiction
814,A baseball player is sliding across home plate in order to score a run for his team.,Nobody is sliding.,contradiction
812,A baseball player is jumping across home plate in order to score a run for his team.,Nobody is sliding.,entailment
819,Several bikers are going down one side of a four lane road while passing buildings that seem to be composed mostly of shades of brown and peach.,A group of bikers are riding down a road past some buildings.,entailment
816,Several bikers are going down one side of a four lane road while passing buildings that seem to be composed mostly of shades of brown and peach.,A group of bikers are riding down a road past some farms.,contradiction
823,"A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.",Two sisters tell each other jokes in public.,neutral
820,"A woman in a blue shirt is laughing at her sister in a black shirt outside, as people are sitting and standing all around them.",Two sisters tell each other jokes in public.,entailment
834,A dog is about to catch a treat in his mouth.,The dog is expecting the treat.,entailment
832,A dog is about to vomit a treat from his mouth.,The dog is expecting the treat.,neutral
836,Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.,Two men are fishing in the rain.,contradiction
838,Two men handle a fishing net with a cloudy grey sky and concrete wall behind them.,Two men are fishing in the rain.,neutral
850,A woman is at a store getting ready to pay for groceries.,The woman is paying for food.,entailment
853,A woman is at a store getting ready to pay for electronics.,The woman is paying for food.,contradiction
865,A small Japanese woman is standing on the corner.,A woman waits for a walk signal to cross the street.,neutral
866,A small Japanese boy is standing on the corner.,A woman waits for a walk signal to cross the street.,contradiction
872,A child is laying down on a wooden bench.,child lays on bench,entailment
870,A child is standing up on a wooden bench.,child lays on bench,contradiction
877,A skier falls down a hill.,A skier falls down a hill after begin hit by a rock.,neutral
878,A skier falls down a bridge.,A skier falls down a hill after begin hit by a rock.,contradiction
884,A heavily bearded man in a cap is playing a banjo.,A man playing an instrument.,entailment
881,A heavily bearded man in a cap is playing a banjo.,A man playing an game.,contradiction
908,"On a muddy racetrack, the yellow Poust car pulls ahead of the competing Hermia car.",Two cars are racing.,entailment
907,"On a muddy racetrack, the yellow Poust car pulls ahead of the competing Hermia car.",Two horses are racing.,contradiction
914,A woman with teddy bear earmuffs is using a wand to make a giant bubble.,The woman is at a birthday party.,neutral
911,A man with teddy bear earmuffs is using a wand to make a giant bubble.,The woman is at a birthday party.,contradiction
917,"A lot of people walking on a dirt road, wearing summer clothes on a sunny day.",A group of people walking.,entailment
916,"A lot of people walking on a dirt road, wearing summer clothes on a sunny day.",A group of animals walking.,contradiction
927,Four people smile and hold golden plates behind their heads.,The group of students held plates.,neutral
926,Four janitors smile and hold golden plates behind their heads.,The group of students held plates.,contradiction
941,Fans watching a basketball game indoors at a stadium.,Fans watching a cricket game indoors at a stadium.,contradiction
940,Fans watching a basketball game indoors at a stadium.,Fans watching a basketball game indoors at a stadium.,entailment
954,Person hanging upside down from poles,Gymnast hanging upside down.,neutral
953,Gymnast hanging upside down from poles,Gymnast hanging upside down.,entailment
955,A group of children are forming a train with their wheelchairs.,A group of kids are forming a train with their wheelchairs.,entailment
956,A group of children are forming a train with their wheelchairs.,A group of adults are forming a train with their wheelchairs.,contradiction
963,A young boy walking across pipe over a body of water.,A young boy is walking outside.,entailment
964,A young boy walking across pipe over a body of water.,A young boy is walking inside.,contradiction
974,A man in a black and yellow wetsuit is surfing.,The man is trying to win a surf competition.,neutral
971,A man in a black and yellow wetsuit is surfing.,The man is trying to win a bowling competition.,contradiction
989,one woman holding flowers and two men on a bench,A woman is holding daisies by two men on a bench.,neutral
986,one woman holding daisies and two men on a bench,A woman is holding daisies by two men on a bench.,entailment
1000,A crowd of people standing at an Asian gathering.,This is in Asia,neutral
1001,A crowd of people standing at a Martian gathering.,This is in Asia,contradiction
1017,"A young boy in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above.",a boy skates at a skateboarding competition,neutral
1016,"An old woman in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above.",a boy skates at a skateboarding competition,contradiction
1021,an old man living the last moments of his life.,An old man is dying.,entailment
1020,an old man living the last moments of his life.,A young girl is dying.,contradiction
1031,They swim laps across the pool.,People swim in the pool,entailment
1030,They run laps across the field.,People swim in the pool,contradiction
1039,A sailor directs a group of people while they are on a boat.,A sailor scolding his crew.,neutral
1038,A sailor ignores a group of people while they are on a boat.,A sailor scolding his crew.,contradiction
1044,A fisherman has his foot caught in his net.,The fisherman is touching the net.,entailment
1040,A fisherman has his foot caught in his net.,The fisherman is touching the pole.,contradiction
1050,A man wearing a black shirt and sweater is looking down.,the guy wearing the black shirt and sweater was looking down,entailment
1054,A man wearing a black shirt and sweater is looking down.,the guy wearing the black shirt and sweater was looking sideways,contradiction
1080,Three men are talking over drinks.,Three men have drinks.,entailment
1083,Three men are talking over drinks.,Three men have steaks.,contradiction
1099,Some Caucasian athletes are relaxing on a field.,Some white athletes are sleeping on a field.,neutral
1098,Some Black athletes are stressed on a field.,Some white athletes are sleeping on a field.,contradiction
1100,Two men are driving in opposite directions on motorbikes while another man walks past them.,The two men have motorbikes.,entailment
1102,Two men are driving in opposite directions on motorbikes while another man walks past them.,The two men have unicycles.,contradiction
1115,A man with a can walks past a painting of a construction scene.,A piece of art.,entailment
1116,A man with a can walks past a painting of a construction scene.,A piece of food.,contradiction
1130,An elderly black man drinking a beer.,A man takes a drink.,entailment
1131,An elderly black man drinking a beer.,A man throws a drink.,contradiction
1142,A little boy jumping off of a dock into a lake.,A little boy pushed into a lake,neutral
1140,A big girl jumping off of a dock into a lake.,A little boy pushed into a lake,contradiction
1147,Two women eating soup in a restaurant.,THe two women are eating spaghetti.,contradiction
1149,Two women eating spaghetti in a restaurant.,THe two women are eating spaghetti.,entailment
1163,A group of women sitting around a table for lunch.,A group of men meet at the bar.,contradiction
1161,A group of men sitting around a table for lunch.,A group of men meet at the bar.,neutral
1168,"Two guys, one wearing a white shirt and one wearing a gray shirt, are in the street in front of a white van, one motioning towards the camera while the other claps.",Two guys are filming something,entailment
1166,"Two guys, one wearing a white shirt and one wearing a gray shirt, are in the street in front of a white van, one motioning towards the camera while the other claps.",Two women are filming something,contradiction
1170,Three people singing together.,A trio trying out for a show.,neutral
1171,Three people singing together.,A trio trying out for a performance.,entailment
1186,A photographer peeks out between rocky hills to take a picture.,Paparazzi wait in cars to photograph Madonna.,contradiction
1185,A photographer peeks out between rocky hills to take a picture.,Paparazzi wait in hills to photograph Madonna.,neutral
1199,A man in drag with his face painted rides by on a bicycle.,a gay man cycles,neutral
1197,A woman in drag with his face painted rides by on a bicycle.,a gay man cycles,contradiction
1204,A man in a muddy field sowing seeds.,A man is sowing seeds,entailment
1203,A man in a muddy field reaping crops.,A man is sowing seeds,contradiction
1205,A police officer in a black uniform and protective gear is standing in a crowd.,A police officer is working crowd control.,entailment
1206,A police officer in a black uniform and protective gear is driving to a scene.,A police officer is working crowd control.,contradiction
1220,"A man in shorts, t-shirt and a baseball cap sleeps in the back of a vehicle next to luggage.",A human sleeping,entailment
1223,"A man in shorts, t-shirt and a baseball cap reads in the back of a vehicle next to luggage.",A human sleeping,contradiction
1228,Group of people watching men in baseball uniforms play baseball.,Two teams were playing baseball.,neutral
1226,Group of people watching men in baseball uniforms play baseball.,Two teams were playing football.,contradiction
1251,A young boy stands behind a woven mat under a roof of palm fronds.,A boy stands under shelter.,entailment
1252,A young boy stands behind a woven mat under a roof of palm fronds.,A girl stands under shelter.,contradiction
1255,"Two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet.",There are at least three people in the photo.,neutral
1259,"Two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet.",There are at least three people in the photo.,entailment
1263,An elderly man reads a newspaper next to some garbage cans and a wall covered in graffiti.,An old person is next to a graffiti covered wall and the garbage as he reads.,entailment
1264,An elderly man reads a newspaper next to some garbage cans and a wall covered in graffiti.,An old woman is next to a graffiti covered wall and the garbage as he reads.,contradiction
1270,A group of four people in blue clothes cleaning a hillside in front of a small town.,Four people are wearing blue,entailment
1272,A group of four people in old clothes cleaning a hillside in front of a small town.,Four people are wearing blue,neutral
1290,A man wearing a red shirt is walking past a bicycle.,There's a man walking outside.,entailment
1292,A woman wearing a blue shirt is walking past a bicycle.,There's a man walking outside.,contradiction
1303,A girl sitting in a chair while waiting for something.,There is a child in this picture,entailment
1302,A girl sitting in a chair while waiting for something.,There is a boy in this picture,contradiction
1305,A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table.,A woman is playing pool.,entailment
1306,A man in a red blouse leans over a pool table with her cue in hand and an eight ball on the table.,A woman is playing pool.,contradiction
1325,A photographer snaps a quick photo of a yellow sports car.,A photographer snaps a quick photo of a cheetah.,contradiction
1326,A photographer snaps a quick photo of a yellow sports car.,A photographer snaps a quick photo of a car.,entailment
1392,A boy pushing a miniature car on a lawn.,A boy pushes a miniature car on a lawn while waiting for his friend.,neutral
1390,A boy pushing a gigantic truck on a lawn.,A boy pushes a miniature car on a lawn while waiting for his friend.,contradiction
1395,two people with a dog sitting in front of the ocean,The two people were sitting with the dog,entailment
1399,two people with a dog sitting in front of the ocean,The three people were sitting with the cat,contradiction
1417,Two girls bounce on a large yellow ball indoors.,Two boys bounce on a large yellow ball indoors.,contradiction
1419,Two kids bounce on a large yellow ball indoors.,Two boys bounce on a large yellow ball indoors.,neutral
1426,A man dressed in winter clothes cutting down a tree in a snow filled field.,A man is cutting down a tree in a field.,entailment
1428,A woman dressed in winter clothes cutting down a tree in a snow filled field.,A man is cutting down a tree in a field.,contradiction
1430,"A boy and his dog are standing on a trampoline, enjoying each others company.",a boy is standing,entailment
1432,"A boy and his dog are sitting on a trampoline, enjoying each others company.",a boy is standing,contradiction
1438,A little boy jumping off a diving board in the pool to his father.,A boy jumps of the kiddie diving board to his father.,neutral
1436,A little boy jumping off a diving board in the pool to his father.,A boy jumps of the kiddie diving board to his mother.,contradiction
1442,A woman is holding onto a baby that looks like he's about to cry.,A woman is holding a baby.,entailment
1440,A woman is holding onto a baby that looks like he's about to cry.,A woman is holding her baby.,neutral
1460,Youths dance together in a dark room with a British flag prominently displayed on the wall.,Black youth dance together in a dark room.,neutral
1463,Youths dance together in a dark room with a British flag prominently displayed on the wall.,Black youth dance together in a bright room.,contradiction
1466,A man in a crowd is expressing his opinion.,A woman in a crowd is expressing his opinion.,contradiction
1465,A man in a crowd is expressing his opinion.,A man in a crowd is expressing his opinion.,entailment
1472,A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,entailment
1471,A gentleman in the background watches the women in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,contradiction
1485,Three people stand with fishing poles on the rocks near the water.,The people are standing on the river bank.,neutral
1486,Three people stand with fishing poles on the rocks near the river.,The people are standing on the river bank.,entailment
1491,A German shepherd biting the protected arm of an attack trainer.,A dog bites an arm.,entailment
1490,A German shepherd biting the protected arm of an attack trainer.,A dog bites a leg.,contradiction
1504,The construction worker is drilling into the street near a street with active traffic.,the worker is in a busy city,neutral
1503,The construction worker is drilling into the street near a street with heavy traffic.,the worker is in a busy city,entailment
1505,a man is shaping wood with a lathe in his workspace.,The wood is in the man's workspace.,entailment
1506,a man is shaping wood with a lathe in his workspace.,The wood is in the woman's kitchen.,contradiction
1525,A man is wheeling a gurney full of medical supplies.,A guy is pushing a table full of medical materials to put away.,neutral
1529,A man is moving a gurney full of medical supplies.,A guy is pushing a table full of medical materials to put away.,entailment
1553,A smiling young couple are strolling arm in arm down a Paris street.,Two lovers walk together in Paris.,entailment
1552,A smiling young couple are strolling arm in arm down a Berlin street.,Two lovers walk together in Paris.,contradiction
1564,People standing near water one is wearing yellow and one is in purple.,People are wearing yellow and purple.,entailment
1562,People standing near water one is wearing yellow and one is in purple.,People are wearing black and blue.,contradiction
1575,"A guy with a light blue shirt, blue jeans, and rollerblades is grinding on a curved surface.",A guy is wearing rollerblades.,entailment
1576,"A skater with a light blue shirt, blue jeans, and rollerblades is grinding on a curved surface.",A guy is wearing rollerblades.,neutral
1584,Men dressed up for some sort of event with huge smiles on their faces.,The men are smiling because they are happy.,neutral
1582,Men dressed up for some sort of event with huge smiles on their faces.,The men are smirking because they are happy.,contradiction
1593,A seductive women looking to entice a man.,The woman looks at the man.,entailment
1592,A seductive man looking to entice a man.,The woman looks at the man.,contradiction
1598,group of people at train station,People wait at the train station.,entailment
1596,group of people at bus station,People wait at the train station.,contradiction
1605,A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.,The male is splashing lots of water,entailment
1606,A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.,The male is splashing lots of water,neutral
1610,two ladies riding a horse,they are riding a horse,entailment
1613,two ladies riding a bus,they are riding a horse,contradiction
1620,a group of people sitting at a sporting event.,People sitting at a sporting event.,entailment
1621,a group of people sitting at a sporting event.,People sitting at a football event.,neutral
1625,A group of five people stand outdoors.,Six people are in line for dinner.,contradiction
1626,A group of six people stand outdoors.,Six people are in line for dinner.,neutral
1638,A man dressed as a woman and a woman are laughing while walking down a city street.,A crossdressing man is outside with a woman.,entailment
1637,A woman dressed as a man and a woman are laughing while walking down a city street.,A crossdressing man is outside with a woman.,contradiction
1644,A man standing and holding a blue snowboard.,The man is about to go snowboarding.,neutral
1643,A man sitting and holding a blue skateboard.,The man is about to go snowboarding.,contradiction
1645,An asian girl holding flowers under Korean symbols.,A girl holds a cat under English text.,contradiction
1649,An asian girl holding cat under English sentences.,A girl holds a cat under English text.,entailment
1650,A girl is holding a beer and a stuffed animal.,A girl holding a beer.,entailment
1652,A girl is holding a wine and a stuffed animal.,A girl holding a beer.,contradiction
1672,Group of Asian boys wait for meat to cook over barbecue.,The boys are cooking chicken.,neutral
1670,Group of Asian boys wait for fish to cook over barbecue.,The boys are cooking chicken.,contradiction
1678,two beautiful women stand next to a fountain which is giving off a light mist.,Two models are doing a photo shoot by a fountain.,neutral
1676,two beautiful women stand next to a dog which is giving off a light mist.,Two models are doing a photo shoot by a fountain.,contradiction
1709,A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor park.,A woman and two children are in the park.,entailment
1707,A woman wearing a sweater and jeans is playing on a tire swing with two little puppies in an outdoor park.,A woman and two children are in the park.,contradiction
1714,Asian children are preparing for a race on a racetrack.,The children are sleeping on the racetrack.,contradiction
1713,Asian children are preparing for a race on a racetrack.,The children are preparing on the racetrack.,entailment
